date,home_team,away_team,winning_team
2015-03-09,Denver Nuggets,New York Knicks,0
2015-03-09,Phoenix Suns,Golden State Warriors,1
2015-03-09,Los Angeles Clippers,Minnesota Timberwolves,0
2015-03-10,Indiana Pacers,Orlando Magic,0
2015-03-10,Brooklyn Nets,New Orleans Pelicans,1
2015-03-10,Dallas Mavericks,Cleveland Cavaliers,1
2015-03-10,San Antonio Spurs,Toronto Raptors,0
2015-03-10,Utah Jazz,New York Knicks,0
2015-03-10,Los Angeles Lakers,Detroit Pistons,0
2015-03-11,Charlotte Hornets,Sacramento Kings,1
2015-03-11,Philadelphia 76ers,Chicago Bulls,1
2015-03-11,Boston Celtics,Memphis Grizzlies,0
2015-03-11,Miami Heat,Brooklyn Nets,0
2015-03-11,Milwaukee Bucks,Orlando Magic,0
2015-03-11,Oklahoma City Thunder,Los Angeles Clippers,1
2015-03-11,Denver Nuggets,Atlanta Hawks,0
2015-03-11,Phoenix Suns,Minnesota Timberwolves,0
2015-03-11,Golden State Warriors,Detroit Pistons,0
2015-03-11,Portland Trail Blazers,Houston Rockets,0
2015-03-12,Indiana Pacers,Milwaukee Bucks,0
2015-03-12,Washington Wizards,Memphis Grizzlies,0
2015-03-12,Utah Jazz,Houston Rockets,0
2015-03-12,San Antonio Spurs,Cleveland Cavaliers,1
2015-03-12,Los Angeles Lakers,New York Knicks,1
2015-03-13,Charlotte Hornets,Chicago Bulls,0
2015-03-13,Philadelphia 76ers,Sacramento Kings,0
2015-03-13,Boston Celtics,Orlando Magic,0
2015-03-13,Toronto Raptors,Miami Heat,0
2015-03-13,Oklahoma City Thunder,Minnesota Timberwolves,0
2015-03-13,Dallas Mavericks,Los Angeles Clippers,0
2015-03-13,Denver Nuggets,Golden State Warriors,0
2015-03-13,Phoenix Suns,Atlanta Hawks,1
2015-03-13,Portland Trail Blazers,Detroit Pistons,0
2015-03-14,Indiana Pacers,Boston Celtics,1
2015-03-14,Washington Wizards,Sacramento Kings,0
2015-03-14,Philadelphia 76ers,Brooklyn Nets,1
2015-03-14,Memphis Grizzlies,Milwaukee Bucks,0
2015-03-14,Utah Jazz,Detroit Pistons,0
2015-03-14,Golden State Warriors,New York Knicks,0
2015-03-15,Oklahoma City Thunder,Chicago Bulls,0
2015-03-15,Los Angeles Clippers,Houston Rockets,1
2015-03-15,New Orleans Pelicans,Denver Nuggets,1
2015-03-15,Orlando Magic,Cleveland Cavaliers,1
2015-03-15,San Antonio Spurs,Minnesota Timberwolves,0
2015-03-15,Toronto Raptors,Portland Trail Blazers,1
2015-03-15,Phoenix Suns,New York Knicks,0
2015-03-15,Los Angeles Lakers,Atlanta Hawks,1
2015-03-16,Indiana Pacers,Toronto Raptors,1
2015-03-16,Washington Wizards,Portland Trail Blazers,0
2015-03-16,Boston Celtics,Philadelphia 76ers,0
2015-03-16,Memphis Grizzlies,Denver Nuggets,0
2015-03-16,Miami Heat,Cleveland Cavaliers,0
2015-03-16,Minnesota Timberwolves,Brooklyn Nets,1
2015-03-16,Dallas Mavericks,Oklahoma City Thunder,0
2015-03-16,Utah Jazz,Charlotte Hornets,0
2015-03-16,Sacramento Kings,Atlanta Hawks,1
2015-03-16,Golden State Warriors,Los Angeles Lakers,0
2015-03-17,Detroit Pistons,Memphis Grizzlies,0
2015-03-17,New York Knicks,San Antonio Spurs,0
2015-03-17,Houston Rockets,Orlando Magic,0
2015-03-17,New Orleans Pelicans,Milwaukee Bucks,0
2015-03-17,Los Angeles Clippers,Charlotte Hornets,0
2015-03-18,Cleveland Cavaliers,Brooklyn Nets,0
2015-03-18,Philadelphia 76ers,Detroit Pistons,0
2015-03-18,Miami Heat,Portland Trail Blazers,0
2015-03-18,Toronto Raptors,Minnesota Timberwolves,0
2015-03-18,Chicago Bulls,Indiana Pacers,0
2015-03-18,Dallas Mavericks,Orlando Magic,0
2015-03-18,Milwaukee Bucks,San Antonio Spurs,1
2015-03-18,Oklahoma City Thunder,Boston Celtics,0
2015-03-18,Sacramento Kings,Los Angeles Clippers,1
2015-03-18,Golden State Warriors,Atlanta Hawks,0
2015-03-18,Utah Jazz,Washington Wizards,1
2015-03-19,New York Knicks,Minnesota Timberwolves,1
2015-03-19,Houston Rockets,Denver Nuggets,0
2015-03-19,Phoenix Suns,New Orleans Pelicans,0
2015-03-19,Los Angeles Lakers,Utah Jazz,1
2015-03-20,Orlando Magic,Portland Trail Blazers,0
2015-03-20,Philadelphia 76ers,New York Knicks,0
2015-03-20,Brooklyn Nets,Milwaukee Bucks,0
2015-03-20,Cleveland Cavaliers,Indiana Pacers,0
2015-03-20,Miami Heat,Denver Nuggets,0
2015-03-20,Chicago Bulls,Toronto Raptors,0
2015-03-20,Oklahoma City Thunder,Atlanta Hawks,0
2015-03-20,Dallas Mavericks,Memphis Grizzlies,1
2015-03-20,San Antonio Spurs,Boston Celtics,0
2015-03-20,Sacramento Kings,Charlotte Hornets,0
2015-03-20,Golden State Warriors,New Orleans Pelicans,0
2015-03-20,Los Angeles Clippers,Washington Wizards,0
2015-03-21,Indiana Pacers,Brooklyn Nets,1
2015-03-21,Detroit Pistons,Chicago Bulls,0
2015-03-21,Houston Rockets,Phoenix Suns,1
2015-03-21,Memphis Grizzlies,Portland Trail Blazers,0
2015-03-21,Golden State Warriors,Utah Jazz,0
2015-03-22,Atlanta Hawks,San Antonio Spurs,1
2015-03-22,Milwaukee Bucks,Cleveland Cavaliers,1
2015-03-22,Oklahoma City Thunder,Miami Heat,0
2015-03-22,Los Angeles Clippers,New Orleans Pelicans,0
2015-03-22,Toronto Raptors,New York Knicks,0
2015-03-22,Boston Celtics,Detroit Pistons,1
2015-03-22,Orlando Magic,Denver Nuggets,1
2015-03-22,Sacramento Kings,Washington Wizards,0
2015-03-22,Minnesota Timberwolves,Charlotte Hornets,1
2015-03-22,Phoenix Suns,Dallas Mavericks,0
2015-03-22,Los Angeles Lakers,Philadelphia 76ers,0
2015-03-23,Indiana Pacers,Houston Rockets,1
2015-03-23,Brooklyn Nets,Boston Celtics,1
2015-03-23,New York Knicks,Memphis Grizzlies,1
2015-03-23,Chicago Bulls,Charlotte Hornets,0
2015-03-23,Utah Jazz,Minnesota Timberwolves,1
2015-03-23,Golden State Warriors,Washington Wizards,0
2015-03-24,Detroit Pistons,Toronto Raptors,0
2015-03-24,Dallas Mavericks,San Antonio Spurs,0
2015-03-24,Milwaukee Bucks,Miami Heat,0
2015-03-24,Oklahoma City Thunder,Los Angeles Lakers,0
2015-03-24,Sacramento Kings,Philadelphia 76ers,0
2015-03-24,Portland Trail Blazers,Golden State Warriors,1
2015-03-25,Charlotte Hornets,Brooklyn Nets,1
2015-03-25,New York Knicks,Los Angeles Clippers,1
2015-03-25,Orlando Magic,Atlanta Hawks,1
2015-03-25,Toronto Raptors,Chicago Bulls,1
2015-03-25,Washington Wizards,Indiana Pacers,1
2015-03-25,Boston Celtics,Miami Heat,1
2015-03-25,Memphis Grizzlies,Cleveland Cavaliers,1
2015-03-25,Minnesota Timberwolves,Los Angeles Lakers,1
2015-03-25,New Orleans Pelicans,Houston Rockets,1
2015-03-25,Denver Nuggets,Philadelphia 76ers,1
2015-03-25,Utah Jazz,Portland Trail Blazers,1
2015-03-25,San Antonio Spurs,Oklahoma City Thunder,0
2015-03-25,Phoenix Suns,Sacramento Kings,1
2015-03-26,Milwaukee Bucks,Indiana Pacers,0
2015-03-27,Orlando Magic,Detroit Pistons,1
2015-03-27,Philadelphia 76ers,Los Angeles Clippers,1
2015-03-27,Washington Wizards,Charlotte Hornets,0
2015-03-27,Atlanta Hawks,Miami Heat,0
2015-03-27,Brooklyn Nets,Cleveland Cavaliers,0
2015-03-27,New York Knicks,Boston Celtics,1
2015-03-27,Toronto Raptors,Los Angeles Lakers,0
2015-03-27,Houston Rockets,Minnesota Timberwolves,0
2015-03-27,Memphis Grizzlies,Golden State Warriors,1
2015-03-27,New Orleans Pelicans,Sacramento Kings,0
2015-03-27,San Antonio Spurs,Dallas Mavericks,0
2015-03-27,Denver Nuggets,Utah Jazz,0
2015-03-27,Phoenix Suns,Portland Trail Blazers,1
2015-03-28,Charlotte Hornets,Atlanta Hawks,0
2015-03-28,Chicago Bulls,New York Knicks,0
2015-03-28,Milwaukee Bucks,Golden State Warriors,1
2015-03-28,Utah Jazz,Oklahoma City Thunder,0
2015-03-28,Portland Trail Blazers,Denver Nuggets,0
2015-03-29,Washington Wizards,Houston Rockets,1
2015-03-29,Brooklyn Nets,Los Angeles Lakers,0
2015-03-29,New Orleans Pelicans,Minnesota Timberwolves,0
2015-03-29,Cleveland Cavaliers,Philadelphia 76ers,0
2015-03-29,Boston Celtics,Los Angeles Clippers,1
2015-03-29,Miami Heat,Detroit Pistons,0
2015-03-29,Indiana Pacers,Dallas Mavericks,0
2015-03-29,San Antonio Spurs,Memphis Grizzlies,0
2015-03-29,Phoenix Suns,Oklahoma City Thunder,1
2015-03-30,Charlotte Hornets,Boston Celtics,1
2015-03-30,Philadelphia 76ers,Los Angeles Lakers,1
2015-03-30,Atlanta Hawks,Milwaukee Bucks,0
2015-03-30,Toronto Raptors,Houston Rockets,0
2015-03-30,Memphis Grizzlies,Sacramento Kings,0
2015-03-30,Minnesota Timberwolves,Utah Jazz,1
2015-03-30,Portland Trail Blazers,Phoenix Suns,0
2015-03-31,Brooklyn Nets,Indiana Pacers,0
2015-03-31,Detroit Pistons,Atlanta Hawks,0
2015-03-31,Miami Heat,San Antonio Spurs,1
2015-03-31,Los Angeles Clippers,Golden State Warriors,1
2015-04-01,Charlotte Hornets,Detroit Pistons,0
2015-04-01,Orlando Magic,San Antonio Spurs,1
2015-04-01,Washington Wizards,Philadelphia 76ers,0
2015-04-01,Boston Celtics,Indiana Pacers,0
2015-04-01,New York Knicks,Brooklyn Nets,1
2015-04-01,Houston Rockets,Sacramento Kings,0
2015-04-01,Milwaukee Bucks,Chicago Bulls,0
2015-04-01,Minnesota Timberwolves,Toronto Raptors,1
2015-04-01,Oklahoma City Thunder,Dallas Mavericks,1
2015-04-01,Utah Jazz,Denver Nuggets,0
2015-04-01,Portland Trail Blazers,Los Angeles Clippers,1
2015-04-01,Los Angeles Lakers,New Orleans Pelicans,1
2015-04-02,Cleveland Cavaliers,Miami Heat,0
2015-04-02,Dallas Mavericks,Houston Rockets,1
2015-04-02,Golden State Warriors,Phoenix Suns,0
2015-04-03,Indiana Pacers,Charlotte Hornets,0
2015-04-03,Washington Wizards,New York Knicks,0
2015-04-03,Boston Celtics,Milwaukee Bucks,1
2015-04-03,Brooklyn Nets,Toronto Raptors,0
2015-04-03,Chicago Bulls,Detroit Pistons,0
2015-04-03,Memphis Grizzlies,Oklahoma City Thunder,0
2015-04-03,Minnesota Timberwolves,Orlando Magic,1
2015-04-03,San Antonio Spurs,Denver Nuggets,0
2015-04-03,Sacramento Kings,New Orleans Pelicans,1
2015-04-03,Los Angeles Lakers,Portland Trail Blazers,1
2015-04-04,Charlotte Hornets,Philadelphia 76ers,0
2015-04-04,Atlanta Hawks,Brooklyn Nets,0
2015-04-04,Detroit Pistons,Miami Heat,0
2015-04-04,Toronto Raptors,Boston Celtics,1
2015-04-04,Memphis Grizzlies,Washington Wizards,1
2015-04-04,Dallas Mavericks,Golden State Warriors,1
2015-04-04,Milwaukee Bucks,Orlando Magic,1
2015-04-04,Denver Nuggets,Los Angeles Clippers,1
2015-04-04,Phoenix Suns,Utah Jazz,0
2015-04-04,Portland Trail Blazers,New Orleans Pelicans,0
2015-04-05,Oklahoma City Thunder,Houston Rockets,1
2015-04-05,Cleveland Cavaliers,Chicago Bulls,0
2015-04-05,Indiana Pacers,Miami Heat,0
2015-04-05,San Antonio Spurs,Golden State Warriors,0
2015-04-05,New York Knicks,Philadelphia 76ers,0
2015-04-05,Sacramento Kings,Utah Jazz,1
2015-04-05,Los Angeles Lakers,Los Angeles Clippers,1
2015-04-06,Brooklyn Nets,Portland Trail Blazers,0
2015-04-07,Atlanta Hawks,Phoenix Suns,0
2015-04-07,Miami Heat,Charlotte Hornets,0
2015-04-07,New Orleans Pelicans,Golden State Warriors,0
2015-04-07,Oklahoma City Thunder,San Antonio Spurs,1
2015-04-07,Sacramento Kings,Minnesota Timberwolves,0
2015-04-07,Los Angeles Clippers,Los Angeles Lakers,0
2015-04-08,Charlotte Hornets,Toronto Raptors,1
2015-04-08,Detroit Pistons,Boston Celtics,1
2015-04-08,Orlando Magic,Chicago Bulls,0
2015-04-08,Philadelphia 76ers,Washington Wizards,1
2015-04-08,Brooklyn Nets,Atlanta Hawks,1
2015-04-08,New York Knicks,Indiana Pacers,1
2015-04-08,Memphis Grizzlies,New Orleans Pelicans,0
2015-04-08,Milwaukee Bucks,Cleveland Cavaliers,1
2015-04-08,San Antonio Spurs,Houston Rockets,0
2015-04-08,Denver Nuggets,Los Angeles Lakers,0
2015-04-08,Utah Jazz,Sacramento Kings,0
2015-04-08,Dallas Mavericks,Phoenix Suns,0
2015-04-08,Portland Trail Blazers,Minnesota Timberwolves,0
2015-04-09,Miami Heat,Chicago Bulls,1
2015-04-09,Golden State Warriors,Portland Trail Blazers,0
2015-04-10,Orlando Magic,Toronto Raptors,1
2015-04-10,Atlanta Hawks,Charlotte Hornets,0
2015-04-10,Brooklyn Nets,Washington Wizards,0
2015-04-10,Cleveland Cavaliers,Boston Celtics,1
2015-04-10,Detroit Pistons,Indiana Pacers,1
2015-04-10,New York Knicks,Milwaukee Bucks,1
2015-04-10,Houston Rockets,San Antonio Spurs,1
2015-04-10,New Orleans Pelicans,Phoenix Suns,0
2015-04-10,Oklahoma City Thunder,Sacramento Kings,0
2015-04-10,Denver Nuggets,Dallas Mavericks,1
2015-04-10,Utah Jazz,Memphis Grizzlies,1
2015-04-10,Los Angeles Lakers,Minnesota Timberwolves,0
2015-04-11,Orlando Magic,New York Knicks,1
2015-04-11,Miami Heat,Toronto Raptors,1
2015-04-11,Chicago Bulls,Philadelphia 76ers,0
2015-04-11,Los Angeles Clippers,Memphis Grizzlies,0
2015-04-11,Portland Trail Blazers,Utah Jazz,1
2015-04-11,Golden State Warriors,Minnesota Timberwolves,0
2015-04-12,Boston Celtics,Cleveland Cavaliers,0
2015-04-12,Milwaukee Bucks,Brooklyn Nets,0
2015-04-12,Detroit Pistons,Charlotte Hornets,0
2015-04-12,Denver Nuggets,Sacramento Kings,0
2015-04-12,Indiana Pacers,Oklahoma City Thunder,0
2015-04-12,Washington Wizards,Atlanta Hawks,0
2015-04-12,Houston Rockets,New Orleans Pelicans,0
2015-04-12,San Antonio Spurs,Phoenix Suns,0
2015-04-12,Los Angeles Lakers,Dallas Mavericks,1
2015-04-13,Charlotte Hornets,Houston Rockets,1
2015-04-13,Cleveland Cavaliers,Detroit Pistons,0
2015-04-13,Philadelphia 76ers,Milwaukee Bucks,1
2015-04-13,Atlanta Hawks,New York Knicks,1
2015-04-13,Brooklyn Nets,Chicago Bulls,1
2015-04-13,Miami Heat,Orlando Magic,0
2015-04-13,Minnesota Timberwolves,New Orleans Pelicans,1
2015-04-13,Oklahoma City Thunder,Portland Trail Blazers,0
2015-04-13,Utah Jazz,Dallas Mavericks,0
2015-04-13,Sacramento Kings,Los Angeles Lakers,0
2015-04-13,Golden State Warriors,Memphis Grizzlies,0
2015-04-13,Los Angeles Clippers,Denver Nuggets,0
2015-04-14,Boston Celtics,Toronto Raptors,0
2015-04-14,Indiana Pacers,Washington Wizards,0
2015-04-14,Phoenix Suns,Los Angeles Clippers,1
2015-04-15,Toronto Raptors,Charlotte Hornets,0
2015-04-15,Brooklyn Nets,Orlando Magic,0
2015-04-15,Chicago Bulls,Atlanta Hawks,0
2015-04-15,Cleveland Cavaliers,Washington Wizards,0
2015-04-15,Dallas Mavericks,Portland Trail Blazers,0
2015-04-15,Houston Rockets,Utah Jazz,0
2015-04-15,Milwaukee Bucks,Boston Celtics,1
2015-04-15,Minnesota Timberwolves,Oklahoma City Thunder,1
2015-04-15,New Orleans Pelicans,San Antonio Spurs,0
2015-04-15,New York Knicks,Detroit Pistons,1
2015-04-15,Philadelphia 76ers,Miami Heat,1
2015-04-15,Memphis Grizzlies,Indiana Pacers,0
2015-04-15,Golden State Warriors,Denver Nuggets,0
2015-04-15,Los Angeles Lakers,Sacramento Kings,1
2015-10-27,Chicago Bulls,Cleveland Cavaliers,0
2015-10-27,Atlanta Hawks,Detroit Pistons,1
2015-10-27,Golden State Warriors,New Orleans Pelicans,0
2015-10-28,Orlando Magic,Washington Wizards,1
2015-10-28,Boston Celtics,Philadelphia 76ers,0
2015-10-28,Brooklyn Nets,Chicago Bulls,1
2015-10-28,Detroit Pistons,Utah Jazz,0
2015-10-28,Toronto Raptors,Indiana Pacers,0
2015-10-28,Miami Heat,Charlotte Hornets,0
2015-10-28,Milwaukee Bucks,New York Knicks,1
2015-10-28,Oklahoma City Thunder,San Antonio Spurs,0
2015-10-28,Memphis Grizzlies,Cleveland Cavaliers,1
2015-10-28,Houston Rockets,Denver Nuggets,1
2015-10-28,Phoenix Suns,Dallas Mavericks,1
2015-10-28,Portland Trail Blazers,New Orleans Pelicans,0
2015-10-28,Sacramento Kings,Los Angeles Clippers,1
2015-10-28,Los Angeles Lakers,Minnesota Timberwolves,1
2015-10-29,Indiana Pacers,Memphis Grizzlies,1
2015-10-29,New York Knicks,Atlanta Hawks,1
2015-10-29,Los Angeles Clippers,Dallas Mavericks,0
2015-10-30,Cleveland Cavaliers,Miami Heat,0
2015-10-30,Philadelphia 76ers,Utah Jazz,1
2015-10-30,Orlando Magic,Oklahoma City Thunder,1
2015-10-30,Boston Celtics,Toronto Raptors,1
2015-10-30,Detroit Pistons,Chicago Bulls,0
2015-10-30,Atlanta Hawks,Charlotte Hornets,0
2015-10-30,Milwaukee Bucks,Washington Wizards,1
2015-10-30,San Antonio Spurs,Brooklyn Nets,0
2015-10-30,Denver Nuggets,Minnesota Timberwolves,1
2015-10-30,Houston Rockets,Golden State Warriors,1
2015-10-30,Sacramento Kings,Los Angeles Lakers,0
2015-10-30,Phoenix Suns,Portland Trail Blazers,0
2015-10-31,Indiana Pacers,Utah Jazz,1
2015-10-31,Washington Wizards,New York Knicks,1
2015-10-31,New Orleans Pelicans,Golden State Warriors,1
2015-10-31,Memphis Grizzlies,Brooklyn Nets,0
2015-10-31,Portland Trail Blazers,Phoenix Suns,1
2015-10-31,Los Angeles Clippers,Sacramento Kings,0
2015-11-01,Charlotte Hornets,Atlanta Hawks,1
2015-11-01,Boston Celtics,San Antonio Spurs,1
2015-11-01,Miami Heat,Houston Rockets,0
2015-11-01,Toronto Raptors,Milwaukee Bucks,0
2015-11-01,Chicago Bulls,Orlando Magic,0
2015-11-01,Oklahoma City Thunder,Denver Nuggets,0
2015-11-01,Los Angeles Lakers,Dallas Mavericks,1
2015-11-02,Philadelphia 76ers,Cleveland Cavaliers,1
2015-11-02,Brooklyn Nets,Milwaukee Bucks,1
2015-11-02,New York Knicks,San Antonio Spurs,1
2015-11-02,Houston Rockets,Oklahoma City Thunder,0
2015-11-02,Minnesota Timberwolves,Portland Trail Blazers,1
2015-11-02,Golden State Warriors,Memphis Grizzlies,0
2015-11-02,Los Angeles Clippers,Phoenix Suns,0
2015-11-03,Charlotte Hornets,Chicago Bulls,0
2015-11-03,Detroit Pistons,Indiana Pacers,1
2015-11-03,Miami Heat,Atlanta Hawks,1
2015-11-03,New Orleans Pelicans,Orlando Magic,1
2015-11-03,Dallas Mavericks,Toronto Raptors,1
2015-11-03,Sacramento Kings,Memphis Grizzlies,1
2015-11-03,Los Angeles Lakers,Denver Nuggets,1
2015-11-04,Indiana Pacers,Boston Celtics,0
2015-11-04,Washington Wizards,San Antonio Spurs,0
2015-11-04,Atlanta Hawks,Brooklyn Nets,0
2015-11-04,Cleveland Cavaliers,New York Knicks,0
2015-11-04,Houston Rockets,Orlando Magic,0
2015-11-04,Milwaukee Bucks,Philadelphia 76ers,0
2015-11-04,Oklahoma City Thunder,Toronto Raptors,1
2015-11-04,Phoenix Suns,Sacramento Kings,0
2015-11-04,Utah Jazz,Portland Trail Blazers,1
2015-11-04,Golden State Warriors,Los Angeles Clippers,0
2015-11-05,Chicago Bulls,Oklahoma City Thunder,0
2015-11-05,Minnesota Timberwolves,Miami Heat,1
2015-11-05,Dallas Mavericks,Charlotte Hornets,1
2015-11-05,Denver Nuggets,Utah Jazz,1
2015-11-05,Portland Trail Blazers,Memphis Grizzlies,0
2015-11-06,Orlando Magic,Toronto Raptors,0
2015-11-06,Boston Celtics,Washington Wizards,0
2015-11-06,Brooklyn Nets,Los Angeles Lakers,1
2015-11-06,Cleveland Cavaliers,Philadelphia 76ers,0
2015-11-06,New York Knicks,Milwaukee Bucks,1
2015-11-06,Indiana Pacers,Miami Heat,0
2015-11-06,New Orleans Pelicans,Atlanta Hawks,1
2015-11-06,Phoenix Suns,Detroit Pistons,1
2015-11-06,Golden State Warriors,Denver Nuggets,0
2015-11-06,Sacramento Kings,Houston Rockets,1
2015-11-07,Chicago Bulls,Minnesota Timberwolves,1
2015-11-07,Philadelphia 76ers,Orlando Magic,1
2015-11-07,Atlanta Hawks,Washington Wizards,0
2015-11-07,Dallas Mavericks,New Orleans Pelicans,0
2015-11-07,Milwaukee Bucks,Brooklyn Nets,0
2015-11-07,San Antonio Spurs,Charlotte Hornets,0
2015-11-07,Utah Jazz,Memphis Grizzlies,0
2015-11-07,Sacramento Kings,Golden State Warriors,1
2015-11-07,Los Angeles Clippers,Houston Rockets,1
2015-11-08,Cleveland Cavaliers,Indiana Pacers,0
2015-11-08,New York Knicks,Los Angeles Lakers,0
2015-11-08,Miami Heat,Toronto Raptors,0
2015-11-08,Oklahoma City Thunder,Phoenix Suns,0
2015-11-08,Portland Trail Blazers,Detroit Pistons,1
2015-11-09,Indiana Pacers,Orlando Magic,0
2015-11-09,Philadelphia 76ers,Chicago Bulls,1
2015-11-09,Atlanta Hawks,Minnesota Timberwolves,1
2015-11-09,Denver Nuggets,Portland Trail Blazers,0
2015-11-09,Sacramento Kings,San Antonio Spurs,1
2015-11-09,Golden State Warriors,Detroit Pistons,0
2015-11-09,Los Angeles Clippers,Memphis Grizzlies,0
2015-11-10,Cleveland Cavaliers,Utah Jazz,0
2015-11-10,Washington Wizards,Oklahoma City Thunder,1
2015-11-10,Miami Heat,Los Angeles Lakers,0
2015-11-10,Toronto Raptors,New York Knicks,1
2015-11-10,Milwaukee Bucks,Boston Celtics,1
2015-11-10,Minnesota Timberwolves,Charlotte Hornets,1
2015-11-10,New Orleans Pelicans,Dallas Mavericks,0
2015-11-11,Charlotte Hornets,New York Knicks,0
2015-11-11,Orlando Magic,Los Angeles Lakers,0
2015-11-11,Philadelphia 76ers,Toronto Raptors,1
2015-11-11,Boston Celtics,Indiana Pacers,1
2015-11-11,Atlanta Hawks,New Orleans Pelicans,0
2015-11-11,Dallas Mavericks,Los Angeles Clippers,0
2015-11-11,Houston Rockets,Brooklyn Nets,1
2015-11-11,Memphis Grizzlies,Golden State Warriors,1
2015-11-11,Denver Nuggets,Milwaukee Bucks,0
2015-11-11,Sacramento Kings,Detroit Pistons,0
2015-11-11,Portland Trail Blazers,San Antonio Spurs,1
2015-11-12,Miami Heat,Utah Jazz,0
2015-11-12,Minnesota Timberwolves,Golden State Warriors,1
2015-11-12,Phoenix Suns,Los Angeles Clippers,0
2015-11-13,Indiana Pacers,Minnesota Timberwolves,0
2015-11-13,Orlando Magic,Utah Jazz,0
2015-11-13,Boston Celtics,Atlanta Hawks,0
2015-11-13,New York Knicks,Cleveland Cavaliers,1
2015-11-13,Toronto Raptors,New Orleans Pelicans,0
2015-11-13,Chicago Bulls,Charlotte Hornets,0
2015-11-13,Memphis Grizzlies,Portland Trail Blazers,0
2015-11-13,Oklahoma City Thunder,Philadelphia 76ers,0
2015-11-13,Dallas Mavericks,Los Angeles Lakers,0
2015-11-13,Denver Nuggets,Houston Rockets,0
2015-11-13,Sacramento Kings,Brooklyn Nets,0
2015-11-14,Los Angeles Clippers,Detroit Pistons,0
2015-11-14,Washington Wizards,Orlando Magic,0
2015-11-14,Houston Rockets,Dallas Mavericks,1
2015-11-14,Milwaukee Bucks,Cleveland Cavaliers,0
2015-11-14,San Antonio Spurs,Philadelphia 76ers,0
2015-11-14,Phoenix Suns,Denver Nuggets,0
2015-11-14,Golden State Warriors,Brooklyn Nets,0
2015-11-15,New York Knicks,New Orleans Pelicans,0
2015-11-15,Minnesota Timberwolves,Memphis Grizzlies,1
2015-11-15,Charlotte Hornets,Portland Trail Blazers,0
2015-11-15,Atlanta Hawks,Utah Jazz,1
2015-11-15,Oklahoma City Thunder,Boston Celtics,1
2015-11-15,Sacramento Kings,Toronto Raptors,0
2015-11-15,Los Angeles Lakers,Detroit Pistons,0
2015-11-16,Philadelphia 76ers,Dallas Mavericks,1
